range_days;current_start;current_end;previous_start;previous_end;row_scope;period_presence;page;query;clicks;impressions;ctr;position;previous_clicks;previous_impressions;previous_ctr;previous_position;delta_clicks;delta_impressions;delta_position;post_id;post_title;page_type;seo_title;seo_description;canonical;in_sitemap;noindex;word_count;non_target_query
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/aroundhome-solar-einordnung/;"aroundhome solar";0;3;0,0000;13,67;0;5;0,0000;13,00;0;-2;0,67;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Kosten für Handwerker: Lohnt sich das?";"Was kostet Aroundhome für Handwerker? Rechnen Sie Kosten pro Auftrag mit eigenen Zahlen und prüfen Sie Vertrag, Erfahrungen und Portal-Fit.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/aroundhome-solar-einordnung/;"aroundhome solar erfahrungen";0;7;0,0000;8,14;0;8;0,0000;9,25;0;-1;-1,11;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Kosten für Handwerker: Lohnt sich das?";"Was kostet Aroundhome für Handwerker? Rechnen Sie Kosten pro Auftrag mit eigenen Zahlen und prüfen Sie Vertrag, Erfahrungen und Portal-Fit.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/aroundhome-solar-einordnung/;"aroundhome solaranlage";0;9;0,0000;14,44;0;16;0,0000;13,75;0;-7;0,69;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Kosten für Handwerker: Lohnt sich das?";"Was kostet Aroundhome für Handwerker? Rechnen Sie Kosten pro Auftrag mit eigenen Zahlen und prüfen Sie Vertrag, Erfahrungen und Portal-Fit.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/aroundhome-solar-einordnung/;"aroundhome wp";0;2;0,0000;6,00;0;4;0,0000;8,50;0;-2;-2,50;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Kosten für Handwerker: Lohnt sich das?";"Was kostet Aroundhome für Handwerker? Rechnen Sie Kosten pro Auftrag mit eigenen Zahlen und prüfen Sie Vertrag, Erfahrungen und Portal-Fit.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;current_only;https://hasimuener.de/aroundhome-solar-einordnung/;"gibt es plattformen wie aroundhome für heimwerker?";0;1;0,0000;10,00;0;0;;;0;1;;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Kosten für Handwerker: Lohnt sich das?";"Was kostet Aroundhome für Handwerker? Rechnen Sie Kosten pro Auftrag mit eigenen Zahlen und prüfen Sie Vertrag, Erfahrungen und Portal-Fit.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/aroundhome-solar-einordnung/;"welche vorteile bietet aroundhome für handwerksbetriebe oder dienstleister?";0;2;0,0000;5,00;0;4;0,0000;7,25;0;-2;-2,25;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Kosten für Handwerker: Lohnt sich das?";"Was kostet Aroundhome für Handwerker? Rechnen Sie Kosten pro Auftrag mit eigenen Zahlen und prüfen Sie Vertrag, Erfahrungen und Portal-Fit.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"b2b leads energie";0;2;0,0000;48,50;0;3;0,0000;19,67;0;-1;28,83;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"b2b photovoltaik handel";0;4;0,0000;50,25;0;3;0,0000;31,67;0;1;18,58;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"b2b-handel photovoltaik";0;2;0,0000;54,00;0;5;0,0000;25,20;0;-3;28,80;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"b2b-handel pv";0;2;0,0000;57,00;0;4;0,0000;26,75;0;-2;30,25;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"b2b-handel solar";0;1;0,0000;55,00;0;2;0,0000;51,00;0;-1;4,00;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;current_only;https://hasimuener.de/b2b-solar-leads/;"buy solar leads";0;1;0,0000;67,00;0;0;;;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"energie leads b2b";0;2;0,0000;49,50;0;19;0,0000;17,89;0;-17;31,61;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"leadgenerierung photovoltaik";0;51;0,0000;50,73;0;38;0,0000;45,50;0;13;5,23;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"leads kaufen photovoltaik";0;23;0,0000;78,00;0;11;0,0000;71,18;0;12;6,82;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"leads photovoltaik";0;2;0,0000;58,50;0;3;0,0000;50,67;0;-1;7,83;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"leads solar";0;4;0,0000;53,50;0;6;0,0000;52,00;0;-2;1,50;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"photovoltaik b2b";0;2;0,0000;50,00;0;9;0,0000;30,00;0;-7;20,00;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"photovoltaik b2b lösung";0;59;0,0000;60,92;0;66;0,0000;42,02;0;-7;18,90;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"photovoltaik leads";0;47;0,0000;60,79;0;57;0,0000;51,40;0;-10;9,38;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"photovoltaik leads gewerbe";0;4;0,0000;25,00;0;11;0,0000;17,09;0;-7;7,91;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"photovoltaik leads kaufen";0;9;0,0000;61,22;0;17;0,0000;57,53;0;-8;3,69;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"photovoltaik marketing";0;1;0,0000;81,00;0;2;0,0000;69,50;0;-1;11,50;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;current_only;https://hasimuener.de/b2b-solar-leads/;"photovoltaik termine gewerbe";0;1;0,0000;69,00;0;0;;;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;photovoltaik-leads;0;1;0,0000;60,00;0;2;0,0000;54,00;0;-1;6,00;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"pv business deutschland";0;5;0,0000;87,20;0;4;0,0000;85,25;0;1;1,95;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"pv epc unternehmensverkauf";0;2;0,0000;98,50;0;1;0,0000;99,00;0;1;-0,50;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"pv lead";0;1;0,0000;54,00;0;2;0,0000;45,50;0;-1;8,50;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"pv leads";0;15;0,0000;54,80;0;16;0,0000;48,06;0;-1;6,74;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;current_only;https://hasimuener.de/b2b-solar-leads/;"pv leads generieren";0;1;0,0000;68,00;0;0;;;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"pv leads gewerbe";0;40;0,0000;20,28;0;47;0,0000;14,60;0;-7;5,68;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"pv leads kaufen";0;8;0,0000;70,50;0;6;0,0000;61,00;0;2;9,50;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
28;2026-08-05;2026-09-01;2026-07-08;2026-08-04;query_page;both;https://hasimuener.de/b2b-solar-leads/;"pv projektanfragen";0;1;0,0000;69,00;0;1;0,0000;93,00;0;0;-24,00;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B: qualifizierte Gewerbe-PV-Anfragen";"PV-Termine B2B für Gewerbe-PV: Projektwert, Technik und Buying-Center vorqualifizieren. Eigener Anfrageweg statt Termine ohne Projektsubstanz.";https://hasimuener.de/b2b-solar-leads/;1;0;1416;0
